candidate_id,current_title,years_experience,ai_skill_count,domain_score,skill_score,experience_score,behavioral_score,verification_score,education_score,availability_score,trust_score,final_score
CAND_0046064,Senior NLP Engineer,8.9,11,0.4802854816548495,1.0,0.8,0.7826000000000002,0.8666666666666667,1.0,1.0,1.0,0.7790123111631216
CAND_0018499,Senior Machine Learning Engineer,7.2,11,0.4645320012899898,0.921,0.875,0.76,0.9333333333333333,1.0,1.0,1.0,0.7701929337203305
CAND_0071974,Senior AI Engineer,7.8,13,0.38956262573645556,0.9792999999999998,0.875,0.8182000000000001,1.0,1.0,0.8,1.0,0.7647637877209367
CAND_0033861,Senior NLP Engineer,8.0,16,0.411999824260081,1.0,0.925,0.5352,1.0,1.0,0.8333333333333334,1.0,0.757536613944691
CAND_0079387,AI Engineer,6.9,9,0.46456024709734844,0.8201333333333334,0.825,0.8644000000000002,1.0,1.0,1.0,1.0,0.7545914074625378
CAND_0077337,Staff Machine Learning Engineer,7.0,13,0.43700429465786617,0.9335,0.925,0.8011999999999999,0.8666666666666667,1.0,0.6,1.0,0.7500129550640265
CAND_0030953,Search Engineer,7.8,10,0.5818595943412997,0.8448,0.825,0.6704,0.8,1.0,0.6666666666666667,1.0,0.7398812116357233
CAND_0055905,Senior Machine Learning Engineer,8.1,7,0.4329534462408269,0.8536666666666666,0.925,0.7294000000000002,0.8,1.0,1.0,1.0,0.7349927005389147
CAND_0011687,Senior NLP Engineer,7.8,11,0.411999824260081,0.8988,0.8,0.7938000000000002,0.8666666666666667,1.0,1.0,1.0,0.734346613944691
CAND_0088025,Staff Machine Learning Engineer,8.6,15,0.41476274625360665,1.0,0.825,0.8326,0.9333333333333333,0.92,0.19999999999999996,1.0,0.7307721572094154
CAND_0046525,Senior Machine Learning Engineer,6.1,12,0.390107173047112,0.8466,0.875,0.8016000000000002,1.0,1.0,0.6,1.0,0.7200921519141337
CAND_0008425,Senior NLP Engineer,7.8,11,0.45695162536464917,0.9118999999999999,0.925,0.6864000000000001,0.8666666666666667,1.0,0.19999999999999996,1.0,0.7191171542760615
CAND_0039754,Senior Applied Scientist,16.2,18,0.4515254134240772,0.97,0.925,0.8502000000000001,1.0,1.0,1.0,0.88,0.7055203091439565
CAND_0069905,Applied ML Engineer,6.6,11,0.46641056446900403,0.8869,0.75,0.8112000000000001,0.8666666666666667,0.92,0.19999999999999996,1.0,0.6979348360073678
CAND_0007411,Senior Machine Learning Engineer,8.0,11,0.37674014778848586,0.9253,0.8,0.48580000000000007,1.0,0.7,1.0,1.0,0.6979270443365457
CAND_0094759,Lead AI Engineer,8.6,11,0.4054249173597267,0.8648,0.875,0.5386,1.0,0.6200000000000001,0.8333333333333334,1.0,0.6956041418745846
CAND_0080766,Staff Machine Learning Engineer,8.8,10,0.44375510346158203,0.7217,0.925,0.8000000000000002,0.8666666666666667,1.0,0.5,1.0,0.6939681977051414
CAND_0075249,Applied ML Engineer,6.2,8,0.4530094946815247,0.7823333333333333,0.775,0.7202000000000001,0.8,1.0,0.8,1.0,0.6897561817377909
CAND_0070398,Machine Learning Engineer,7.2,13,0.490113393843891,0.8734000000000001,0.75,0.5966,1.0,1.0,0.0,1.0,0.6875440181531673
CAND_0098846,AI Engineer,7.6,11,0.44538144226722975,0.7796,0.75,0.7480000000000001,0.8,1.0,0.8,1.0,0.685814432680169
CAND_0068811,Applied ML Engineer,8.0,11,0.44889345945582393,0.7920999999999999,0.825,0.6188000000000001,0.6666666666666667,0.92,1.0,1.0,0.6809897045034139
CAND_0018549,Recommendation Systems Engineer,6.8,10,0.411999824260081,0.7637999999999999,0.775,0.6900000000000001,1.0,1.0,0.6,1.0,0.6797999472780243
CAND_0007009,Recommendation Systems Engineer,7.9,12,0.42321556548078815,0.8243999999999999,0.7000000000000001,0.7616,0.6666666666666667,0.92,1.0,1.0,0.676891336310903
CAND_0087630,AI Engineer,7.2,12,0.3525477341926185,0.8744,0.75,0.7002,0.8,0.92,0.8333333333333334,1.0,0.6745509869244523
CAND_0041669,Recommendation Systems Engineer,8.0,11,0.46010920067653105,0.7820999999999999,0.7000000000000001,0.8050000000000002,0.7333333333333334,1.0,0.6,1.0,0.6723910935362928
CAND_0065878,Senior Data Scientist,7.8,9,0.49090394473113497,0.7239333333333333,0.7000000000000001,0.6175999999999999,0.8,0.92,1.0,1.0,0.671014516752674
CAND_0083307,Search Engineer,7.8,11,0.5092921986740098,0.8277,0.75,0.718,0.8,0.92,0.0,1.0,0.6700126596022029
CAND_0058688,AI Engineer,6.7,9,0.29572619897168817,0.7546333333333333,0.825,0.8168,0.8666666666666667,1.0,1.0,1.0,0.6694728596915065
CAND_0010685,NLP Engineer,6.7,10,0.509238822628444,0.7493000000000001,0.75,0.8294000000000001,0.4,0.84,1.0,1.0,0.6675366467885333
CAND_0086151,Recommendation Systems Engineer,7.7,12,0.48964593379837335,0.8069999999999999,0.775,0.6024,1.0,0.84,0.0,1.0,0.667133780139512
CAND_0052682,NLP Engineer,6.6,9,0.33430795859472295,0.7222,0.7000000000000001,0.8748000000000001,0.9333333333333333,1.0,1.0,1.0,0.6666557209117503
CAND_0064326,Search Engineer,7.6,11,0.49708405217551366,0.6911,0.625,0.8442000000000001,0.8,0.92,0.8,1.0,0.6660702156526541
CAND_0027801,NLP Engineer,7.4,10,0.44642319371736655,0.8398,0.75,0.685,0.9333333333333333,0.92,0.0,1.0,0.6642102914485434
CAND_0092278,Senior NLP Engineer,6.8,11,0.45254773419261846,0.9403999999999999,0.8,0.4708000000000001,0.6666666666666667,1.0,0.16666666666666663,1.0,0.6629443202577855
CAND_0062247,AI Engineer,7.3,11,0.41868884744215273,0.7693,0.7000000000000001,0.7624000000000002,0.6000000000000001,1.0,1.0,1.0,0.6591716542326459
CAND_0028793,Search Engineer,7.2,9,0.4840360086174259,0.7455666666666666,0.7000000000000001,0.6998,1.0,1.0,0.0,1.0,0.6565824692518943
CAND_0044222,AI Engineer,7.7,12,0.42200331067509234,0.7110000000000001,0.7000000000000001,0.7386000000000001,0.9333333333333333,1.0,0.6,1.0,0.6565443265358611
CAND_0060054,AI Engineer,6.4,7,0.475924466663035,0.6219333333333333,0.775,0.7906000000000002,0.6666666666666667,0.92,1.0,1.0,0.6562373399989105
CAND_0091909,Machine Learning Engineer,6.9,10,0.38984156739213943,0.8581,0.7000000000000001,0.667,0.7333333333333334,0.7,0.8,1.0,0.6515108035509752
CAND_0058412,Senior Software Engineer (ML),6.6,12,0.4540512461316615,0.7095,0.7000000000000001,0.7076,0.8666666666666667,1.0,0.5,1.0,0.6510170405061652
CAND_0047721,Senior Data Scientist,7.0,11,0.3998450538071507,0.8105,0.7000000000000001,0.6212,1.0,1.0,0.16666666666666663,1.0,0.6480318494754784
CAND_0070202,Machine Learning Engineer,5.1,11,0.4211751426751886,0.8667,0.775,0.7008000000000001,0.6000000000000001,1.0,0.16666666666666663,1.0,0.6476908761358899
CAND_0050454,AI Engineer,6.8,14,0.43535073385533335,0.7552000000000001,0.7000000000000001,0.7514000000000001,0.4666666666666667,1.0,1.0,1.0,0.6462118868232667
CAND_0015967,Senior Software Engineer (ML),5.4,9,0.3895065561970227,0.6618333333333333,0.7000000000000001,0.6272000000000001,1.0,0.92,1.0,1.0,0.6460303001924401
CAND_0019480,NLP Engineer,2.8,12,0.46240896305942947,0.6711,0.7000000000000001,0.8412000000000001,0.9333333333333333,0.92,0.19999999999999996,1.0,0.6449510222511622
CAND_0007412,Applied ML Engineer,7.4,8,0.49374253834247855,0.6801333333333334,0.6749999999999999,0.8186000000000001,0.9333333333333333,1.0,0.0,1.0,0.6445994281694103
CAND_0045250,Applied ML Engineer,6.6,11,0.35484749657551684,0.7957,0.75,0.7356,0.6000000000000001,0.84,1.0,1.0,0.6434392489726551
CAND_0095528,Senior Data Scientist,5.3,11,0.3568122477632985,0.7632,0.825,0.7078000000000001,0.6000000000000001,1.0,0.8,1.0,0.6423736743289896
CAND_0011432,Senior Data Scientist,7.6,11,0.3728140465999397,0.7424999999999999,0.625,0.7716000000000001,1.0,0.84,0.6,1.0,0.6403792139799819
CAND_0014440,Recommendation Systems Engineer,6.4,11,0.43646546342942105,0.5998000000000001,0.75,0.7296,0.9333333333333333,1.0,0.6,1.0,0.6396829723621597
CAND_0037000,Search Engineer,2.7,10,0.4866013766552969,0.6655,0.7000000000000001,0.6426000000000001,0.8,0.54,1.0,1.0,0.6386154129965891
CAND_0004402,AI Research Engineer,6.0,12,0.41902385863726943,0.746,0.7000000000000001,0.7588000000000001,0.8,0.7,0.6,1.0,0.6380871575911808
CAND_0018722,Recommendation Systems Engineer,6.6,7,0.46308238663668017,0.6771666666666667,0.75,0.8068000000000002,0.8,0.92,0.19999999999999996,1.0,0.6373963826576707
CAND_0037980,Senior Applied Scientist,9.0,11,0.39464491219126463,0.6709,0.8,0.7466000000000002,0.7333333333333334,1.0,0.6,1.0,0.6341118069907128
CAND_0066035,Data Scientist,6.7,12,0.31593072575736536,0.7535999999999999,0.7000000000000001,0.6236,1.0,0.84,0.8,1.0,0.6325392177272097
CAND_0027691,NLP Engineer,6.5,10,0.4569516253646492,0.7983,0.75,0.7166,1.0,0.92,1.0,0.88,0.6308020290962674
CAND_0039383,Applied ML Engineer,7.1,10,0.4643897437417895,0.6597999999999999,0.7000000000000001,0.81,0.8,1.0,0.19999999999999996,1.0,0.6302669231225368
CAND_0013665,Senior Software Engineer (ML),5.2,8,0.372479035404823,0.6194999999999999,0.7000000000000001,0.7016,1.0,0.92,0.8333333333333334,1.0,0.6294453772881136
CAND_0082913,Senior Software Engineer (ML),5.5,10,0.3676139049840537,0.6505000000000001,0.7000000000000001,0.6764,1.0,1.0,0.6666666666666667,1.0,0.6288825048285495
CAND_0010257,Senior Data Scientist,6.5,9,0.4012472426500011,0.7040333333333333,0.825,0.8262,0.8,0.92,0.0,1.0,0.6287525061283337
CAND_0096142,Applied ML Engineer,5.0,10,0.3811294085876592,0.8070999999999999,0.75,0.6906000000000001,0.8,1.0,0.0,1.0,0.6276738225762977
CAND_0044855,Senior Data Scientist,6.6,12,0.45281956064437007,0.893,0.825,0.7750000000000001,0.8,0.92,0.5,0.88,0.6259843640101137
CAND_0041610,Recommendation Systems Engineer,6.7,12,0.4752371570896104,0.8051999999999999,0.75,0.6358,0.9333333333333333,0.92,1.0,0.88,0.6241703428049905
CAND_0097176,ML Engineer,5.9,7,0.3736045974871836,0.5152666666666667,0.7000000000000001,0.8004000000000001,1.0,0.92,1.0,1.0,0.6219380459128218
CAND_0010541,AI Research Engineer,6.2,13,0.3990959586120821,0.6676,0.7000000000000001,0.7346000000000001,0.8,0.92,0.6,1.0,0.6210887875836246
CAND_0017960,Recommendation Systems Engineer,7.7,10,0.44820614988239943,0.7620999999999999,0.6749999999999999,0.6862,0.6000000000000001,0.7,0.6,1.0,0.6198568449647198
CAND_0006557,NLP Engineer,7.9,11,0.40849542698998687,0.8275999999999999,0.7000000000000001,0.5774,0.8,0.92,0.0,1.0,0.6181886280969959
CAND_0017178,ML Engineer,4.2,10,0.33552021340041877,0.5995333333333333,0.617,0.8314,1.0,1.0,0.8333333333333334,1.0,0.6178960640201255
CAND_0099401,NLP Engineer,7.7,7,0.478075750700954,0.6309333333333332,0.825,0.543,0.8,1.0,0.16666666666666663,1.0,0.6175393918769527
CAND_0016163,Applied ML Engineer,6.7,10,0.3923234977560731,0.6784999999999999,0.75,0.7150000000000001,1.0,0.92,0.0,1.0,0.6173220493268218
CAND_0037566,Machine Learning Engineer,6.9,12,0.3284205074054124,0.74,0.625,0.7172000000000001,0.8666666666666667,0.6200000000000001,1.0,1.0,0.6166628188882904
CAND_0067866,Senior Software Engineer (ML),6.4,7,0.33268161978907523,0.6469999999999999,0.7000000000000001,0.79,0.8,1.0,0.8,1.0,0.6155544859367226
CAND_0005649,Senior Data Scientist,7.4,9,0.48585228146022824,0.7465666666666666,0.75,0.6956000000000001,0.6000000000000001,0.6200000000000001,0.19999999999999996,1.0,0.6154573511047352
CAND_0015528,Applied ML Engineer,7.4,13,0.3782180082491543,0.8234,0.825,0.643,1.0,1.0,0.8333333333333334,0.88,0.6151482208444433
CAND_0065786,AI Specialist,4.9,9,0.4225691925036331,0.5445666666666666,0.683,0.9206,0.6666666666666667,1.0,0.8,1.0,0.6140890910844232
CAND_0067643,AI Research Engineer,6.0,10,0.48118497555678613,0.6086666666666667,0.7000000000000001,0.574,0.8,1.0,0.5,1.0,0.6139221593337024
CAND_0057563,NLP Engineer,6.8,9,0.4787491742782047,0.7636,0.775,0.8266000000000001,0.8666666666666667,1.0,0.5,0.88,0.6116892486761126
CAND_0005260,Senior NLP Engineer,5.2,11,0.41246298387070823,0.9079999999999999,0.8,0.8256,0.6666666666666667,1.0,0.5,0.88,0.6115696944085336
CAND_0092255,ML Engineer,5.2,9,0.3862405425850159,0.6576666666666666,0.7000000000000001,0.5886,0.8666666666666667,1.0,0.6,1.0,0.6108154961088381
CAND_0008978,Junior ML Engineer,6.7,13,0.3425476489646244,0.7361,0.7000000000000001,0.6454,1.0,0.92,0.16666666666666663,1.0,0.6106626280227206
CAND_0037160,Data Scientist,6.0,8,0.36401519507212426,0.6155333333333333,0.7000000000000001,0.8198,0.6000000000000001,1.0,1.0,1.0,0.6100678918549707
CAND_0010149,ML Engineer,6.9,11,0.3826800757754889,0.6401333333333334,0.7000000000000001,0.7632000000000001,0.9333333333333333,1.0,0.19999999999999996,1.0,0.6094906893993134
CAND_0098952,AI Research Engineer,5.5,11,0.38848083424146423,0.5059666666666667,0.7000000000000001,0.7502000000000001,1.0,0.92,0.8,1.0,0.609055916939106
CAND_0008202,Senior Software Engineer (ML),5.7,11,0.36967035728423164,0.7044333333333332,0.7000000000000001,0.5994,0.8,1.0,0.5,1.0,0.6069494405186028
CAND_0078002,Machine Learning Engineer,6.3,11,0.4030220598006283,0.7863,0.75,0.8596,0.9333333333333333,1.0,0.6,0.88,0.6065619571206993
CAND_0043228,Applied ML Engineer,6.8,10,0.4299206181574382,0.737,0.75,0.7166,1.0,1.0,0.8333333333333334,0.88,0.6063665098602303
CAND_0031593,Search Engineer,7.8,6,0.4944159619197291,0.6124666666666666,0.7000000000000001,0.6482000000000001,0.9333333333333333,0.6200000000000001,0.19999999999999996,1.0,0.6055947885759188
CAND_0091745,Junior ML Engineer,5.9,9,0.31335433661397716,0.5632999999999999,0.7000000000000001,0.7732000000000001,1.0,0.92,0.8333333333333334,1.0,0.6048179676508597
CAND_0087744,Senior Software Engineer (ML),3.9,11,0.29024943059531233,0.6722999999999999,0.508,0.8402000000000002,0.9333333333333333,0.92,1.0,1.0,0.6047031625119271
CAND_0013393,ML Engineer,5.3,12,0.445906387499501,0.7323,0.7000000000000001,0.6764,0.5333333333333333,0.6200000000000001,0.6,1.0,0.6038202495831837
CAND_0054829,Computer Vision Engineer,5.7,9,0.3579378098456591,0.5458333333333334,0.7000000000000001,0.7158000000000001,0.9333333333333333,1.0,0.8,1.0,0.6037530096203645
CAND_0045141,Data Scientist,5.3,10,0.3273947854498539,0.6331333333333333,0.7000000000000001,0.6272,0.8666666666666667,0.84,1.0,1.0,0.6028884356349562
CAND_0057529,Junior ML Engineer,6.9,9,0.2947004770161297,0.6378,0.7000000000000001,0.8114,0.9333333333333333,0.84,0.6666666666666667,1.0,0.6026668097715056
CAND_0070333,AI Research Engineer,4.7,10,0.3955839414234879,0.6333666666666666,0.667,0.6808000000000001,0.8,0.92,0.6,1.0,0.6011468490937131
CAND_0088385,Computer Vision Engineer,7.0,11,0.36504091702768265,0.6845000000000001,0.7000000000000001,0.621,1.0,0.84,0.19999999999999996,1.0,0.5997372751083048
CAND_0005311,AI Research Engineer,5.7,10,0.3728140465999397,0.5433333333333333,0.7000000000000001,0.453,1.0,1.0,1.0,1.0,0.5979775473133153
CAND_0059795,Senior Software Engineer (ML),5.6,8,0.34293110978067387,0.5535666666666668,0.7000000000000001,0.7636000000000002,0.9333333333333333,0.84,0.8,1.0,0.5979643329342023
CAND_0012798,AI Research Engineer,5.1,9,0.42902734505228074,0.5328,0.7000000000000001,0.6234000000000001,1.0,0.54,0.8333333333333334,1.0,0.5979148701823509
CAND_0080534,ML Engineer,3.8,12,0.32585513936754146,0.5832333333333334,0.5750000000000001,0.9114000000000001,0.8,0.92,1.0,1.0,0.5969548751435958
CAND_0072660,Machine Learning Engineer,7.1,12,0.40754877783926363,0.5989,0.75,0.7170000000000001,0.4,1.0,1.0,1.0,0.5961896333517792
